22:19:49: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 46] Logger initialized for Command Worker
22:19:49: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 60] Command object created successfully
22:19:49: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 0.00, 29.00), yaw=0.00
22:19:49: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 156] CHANGE_ALTITUDE: 1.00 m
22:19:50: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 0.00, 31.00), yaw=0.00
22:19:50: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 156] CHANGE_ALTITUDE: -1.00 m
22:19:50: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 0.00, 30.20), yaw=1.11
22:19:51: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 0.00, 29.80), yaw=1.11
22:19:51: [DEBUG] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 87] Queue timeout or error: 
22:19:51: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 0.00, 30.00), yaw=1.11
22:19:52: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 0.00, 30.00), yaw=1.14
